C_1,C_2,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,A_15,w8,w6,w4,w10,w1,w0,nf8,nf6,nf4,nf10,nf1,nf0,l8,l6,l4,l10,l1,l0,gdc,idd,gbw,pm
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,3.34E-5,3.5999999999999994E-6,1.05E-5,1.0E-6,2.28E-5,1.0,3.0,1.0,1.0,1.0,1.0,8.8E-7,3.7999999999999996E-7,3.4E-7,8.4E-7,3.0E-7,6.800000000000001E-7,54.243,2.9122E-4,5.1081E7,61.651
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.66E-5,4.9E-6,3.7E-6,1.0E-6,1.8E-5,1.0,3.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,3.6999999999999995E-7,3.8999999999999997E-7,8.299999999999999E-7,3.2E-7,5.7E-7,52.699,3.3582E-4,6.6119E7,63.253
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.43E-5,3.9E-6,3.7E-6,1.0E-6,1.9299999999999998E-5,1.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.4E-7,3.7999999999999996E-7,8.299999999999999E-7,3.2E-7,6.9E-7,54.245,2.7646E-4,4.7495E7,64.614
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.63E-5,5.0999999999999995E-6,4.2999999999999995E-6,1.0E-6,1.85E-5,1.0,3.0,1.0,1.0,1.0,1.0,8.8E-7,3.6E-7,3.6999999999999995E-7,8.6E-7,3.0E-7,6.3E-7,53.663,3.2137E-4,6.0548E7,65.522
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.6399999999999998E-5,7.0E-6,9.2E-6,1.0E-6,1.4E-5,1.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.4E-7,4.9E-7,7.2E-7,3.1E-7,4.6E-7,50.903,3.2962E-4,6.7653E7,69.642
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.95E-5,4.0E-6,2.5999999999999997E-6,1.0E-6,1.85E-5,1.0,3.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,3.6999999999999995E-7,3.6E-7,8.699999999999999E-7,3.1E-7,6.499999999999999E-7,53.96,2.76E-4,4.9341E7,66.674
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.28E-5,5.0999999999999995E-6,2.4999999999999998E-6,1.0E-6,1.52E-5,1.0,5.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,3.5E-7,3.4E-7,8.499999999999999E-7,3.0E-7,5.1E-7,51.608,3.4829E-4,7.0994E7,69.714
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.8199999999999998E-5,9.100000000000001E-6,1.15E-5,4.7E-6,7.199999999999999E-5,3.0,3.0,3.0,7.0,3.0,1.0,9.1E-7,4.2E-7,3.5E-7,7.799999999999999E-7,3.0E-7,6.9E-7,51.971,3.2034E-4,6.0239E7,61.538
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.91E-5,9.0E-6,1.14E-5,4.5E-6,6.209999999999999E-5,3.0,5.0,3.0,7.0,3.0,1.0,9.399999999999999E-7,4.2E-7,3.7999999999999996E-7,6.800000000000001E-7,3.1E-7,5.599999999999999E-7,50.138,3.4305E-4,6.942E7,61.786
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,3.01E-5,9.4E-6,3.8E-6,4.5E-6,7.269999999999999E-5,3.0,5.0,3.0,5.0,3.0,1.0,8.8E-7,4.2E-7,3.6E-7,7.5E-7,3.0E-7,7.5E-7,52.923,3.1172E-4,5.6908E7,60.196
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.8199999999999998E-5,9.100000000000001E-6,1.51E-5,4.6E-6,7.429999999999999E-5,3.0,3.0,3.0,5.0,3.0,1.0,9.1E-7,4.2E-7,3.7999999999999996E-7,7.900000000000001E-7,3.0E-7,6.9E-7,52.197,3.1061E-4,5.8263E7,60.351
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,3.2099999999999994E-5,7.2E-6,1.25E-5,3.9E-6,7.039999999999999E-5,3.0,5.0,1.0,7.0,1.0,1.0,9.399999999999999E-7,5.399999999999999E-7,3.5E-7,9.200000000000001E-7,3.0E-7,7.7E-7,53.512,2.7328E-4,4.9051E7,62.052
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.95E-5,6.699999999999999E-6,4.9999999999999996E-6,3.3999999999999996E-6,6.0899999999999996E-5,3.0,5.0,1.0,7.0,3.0,1.0,9.3E-7,4.8E-7,3.8999999999999997E-7,9.000000000000001E-7,3.0E-7,7.8E-7,53.758,2.7441E-4,4.8284E7,60.44
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.95E-5,7.3999999999999995E-6,6.899999999999999E-6,3.7E-6,6.369999999999999E-5,3.0,3.0,3.0,5.0,3.0,1.0,9.399999999999999E-7,4.8E-7,3.7999999999999996E-7,9.000000000000001E-7,3.0E-7,8.1E-7,53.869,2.816E-4,4.9167E7,61.014
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,3.4899999999999995E-5,7.2E-6,1.24E-5,3.9E-6,5.959999999999999E-5,3.0,5.0,3.0,7.0,1.0,1.0,9.399999999999999E-7,5.1E-7,3.7999999999999996E-7,9.1E-7,3.1E-7,5.599999999999999E-7,50.945,3.1073E-4,6.2149E7,63.278
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.74E-5,7.2999999999999996E-6,1.25E-5,3.9E-6,6.099999999999999E-5,3.0,5.0,1.0,7.0,1.0,1.0,9.399999999999999E-7,4.3999999999999997E-7,3.6999999999999995E-7,9.200000000000001E-7,3.0E-7,6.6E-7,52.397,2.6798E-4,5.0017E7,66.223
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,3.2399999999999995E-5,9.100000000000001E-6,4.1E-6,4.399999999999999E-6,7.14E-5,3.0,5.0,3.0,5.0,3.0,1.0,9.200000000000001E-7,4.3999999999999997E-7,4.1E-7,7.5E-7,3.0E-7,6.3E-7,51.808,3.034E-4,5.9068E7,60.333
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.56E-5,1.25E-5,5.0999999999999995E-6,4.9E-6,7.089999999999999E-5,3.0,5.0,1.0,7.0,3.0,1.0,9.3E-7,4.2E-7,4.6E-7,8.299999999999999E-7,3.0E-7,7.2E-7,52.439,2.9256E-4,5.375E7,63.664
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.95E-5,7.3999999999999995E-6,5.299999999999999E-6,3.8E-6,6.72E-5,3.0,3.0,3.0,5.0,3.0,1.0,9.399999999999999E-7,4.2E-7,3.6999999999999995E-7,9.000000000000001E-7,3.0E-7,8.4E-7,54.477,2.6483E-4,4.5854E7,60.519
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,5.4099999999999994E-5,1.08E-5,7.2999999999999996E-6,1.8E-6,3.1599999999999996E-5,1.0,1.0,5.0,1.0,1.0,1.0,8.699999999999999E-7,6.699999999999999E-7,4.6999999999999995E-7,7.599999999999999E-7,3.0E-7,6.499999999999999E-7,53.421,3.4498E-4,6.8E7,61.595
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.399999999999999E-5,1.13E-5,1.5E-6,2.3E-6,3.5499999999999996E-5,1.0,1.0,1.0,1.0,1.0,1.0,9.1E-7,5.8E-7,5.3E-7,8.4E-7,3.0E-7,5.599999999999999E-7,51.926,3.3742E-4,6.9117E7,64.038
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.399999999999999E-5,1.13E-5,1.5E-6,2.3E-6,3.3199999999999994E-5,1.0,1.0,1.0,1.0,1.0,1.0,9.1E-7,5.8E-7,5.2E-7,8.4E-7,3.0E-7,5.599999999999999E-7,51.927,3.274E-4,6.6502E7,66.236
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.56E-5,1.18E-5,2.6999999999999996E-6,2.6999999999999996E-6,4.6899999999999995E-5,3.0,1.0,1.0,1.0,1.0,1.0,8.6E-7,5.599999999999999E-7,5.3E-7,7.900000000000001E-7,3.0E-7,6.3E-7,53.125,3.109E-4,6.1977E7,60.979
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.76E-5,1.13E-5,1.6999999999999998E-6,2.3E-6,3.9699999999999996E-5,1.0,1.0,5.0,1.0,1.0,1.0,9.399999999999999E-7,6.6E-7,5.3E-7,7.399999999999999E-7,3.0E-7,6.0E-7,52.28,3.3575E-4,6.7788E7,61.459
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.399999999999999E-5,1.13E-5,1.5E-6,2.3E-6,3.5499999999999996E-5,1.0,1.0,1.0,3.0,1.0,1.0,9.1E-7,5.8E-7,5.3E-7,8.299999999999999E-7,3.0E-7,5.599999999999999E-7,51.678,3.3745E-4,6.9126E7,64.04
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.9E-5,1.26E-5,4.2E-6,2.6999999999999996E-6,4.679999999999999E-5,1.0,1.0,1.0,1.0,1.0,1.0,7.900000000000001E-7,5.399999999999999E-7,5.3E-7,8.699999999999999E-7,3.0E-7,7.8E-7,55.116,3.1473E-4,5.4746E7,61.32
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,5.0499999999999994E-5,1.41E-5,2.3E-6,2.2E-6,3.5499999999999996E-5,1.0,1.0,1.0,3.0,1.0,1.0,8.699999999999999E-7,5.9E-7,5.599999999999999E-7,8.299999999999999E-7,3.1E-7,8.2E-7,54.834,3.0649E-4,5.445E7,62.477
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,5.37E-5,1.16E-5,4.9E-6,2.0E-6,3.5E-5,1.0,1.0,1.0,1.0,1.0,1.0,7.900000000000001E-7,6.499999999999999E-7,5.1E-7,9.200000000000001E-7,3.0E-7,7.1E-7,54.608,3.4063E-4,6.2633E7,61.25
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,5.5799999999999994E-5,1.14E-5,7.2E-6,2.3E-6,3.9099999999999995E-5,1.0,1.0,5.0,3.0,1.0,1.0,8.1E-7,6.499999999999999E-7,4.5E-7,7.5E-7,3.0E-7,7.3E-7,54.061,3.3202E-4,6.1115E7,62.046
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.5499999999999995E-5,1.33E-5,1.18E-5,2.6999999999999996E-6,4.45E-5,1.0,1.0,1.0,1.0,1.0,1.0,9.3E-7,5.599999999999999E-7,5.5E-7,7.900000000000001E-7,3.0E-7,6.3E-7,52.853,3.1784E-4,6.3749E7,61.937
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.9E-5,1.26E-5,1.5E-6,2.6999999999999996E-6,4.649999999999999E-5,1.0,1.0,5.0,1.0,1.0,1.0,8.8E-7,6.2E-7,4.8E-7,8.699999999999999E-7,3.0E-7,8.2E-7,54.676,3.0018E-4,5.3405E7,62.056
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.9E-5,1.25E-5,4.2E-6,2.6999999999999996E-6,4.679999999999999E-5,1.0,1.0,1.0,1.0,1.0,1.0,7.900000000000001E-7,5.399999999999999E-7,5.3E-7,8.699999999999999E-7,3.0E-7,7.9E-7,55.217,3.1148E-4,5.3706E7,61.512
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.14E-5,1.23E-5,4.0E-6,2.3E-6,3.81E-5,1.0,1.0,1.0,3.0,1.0,1.0,9.3E-7,5.399999999999999E-7,5.3E-7,8.299999999999999E-7,3.1E-7,6.800000000000001E-7,53.485,3.3156E-4,6.4628E7,60.747
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.7399999999999993E-5,1.12E-5,4.2E-6,2.4999999999999998E-6,4.34E-5,1.0,1.0,3.0,1.0,1.0,1.0,9.1E-7,6.1E-7,5.1E-7,8.699999999999999E-7,3.0E-7,6.9E-7,54.007,3.0209E-4,5.7299E7,62.267
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.6899999999999995E-5,1.26E-5,4.2E-6,2.6999999999999996E-6,4.84E-5,1.0,1.0,1.0,1.0,1.0,1.0,8.2E-7,5.399999999999999E-7,5.3E-7,8.699999999999999E-7,3.0E-7,7.8E-7,55.053,3.1444E-4,5.5722E7,60.187
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,4.569999999999999E-5,1.13E-5,1.6999999999999998E-6,2.3E-6,3.5499999999999996E-5,1.0,1.0,1.0,3.0,1.0,1.0,9.1E-7,6.3E-7,5.3E-7,9.000000000000001E-7,3.0E-7,5.4E-7,51.521,3.4785E-4,7.2089E7,63.671
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.54E-5,9.4E-6,1.6E-6,1.1E-6,1.74E-5,3.0,1.0,1.0,1.0,1.0,1.0,9.000000000000001E-7,3.6999999999999995E-7,4.6999999999999995E-7,5.699999999999999E-7,3.0E-7,6.699999999999999E-7,52.872,3.0952E-4,6.0503E7,67.791
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.31E-5,9.2E-6,1.2999999999999998E-6,1.0E-6,1.73E-5,3.0,1.0,3.0,1.0,1.0,1.0,8.699999999999999E-7,3.4E-7,4.2E-7,5.699999999999999E-7,3.0E-7,7.599999999999999E-7,53.492,3.2269E-4,6.1154E7,65.789
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.6399999999999998E-5,8.2E-6,1.6999999999999998E-6,1.0E-6,1.78E-5,3.0,1.0,1.0,1.0,1.0,1.0,8.699999999999999E-7,3.8999999999999997E-7,4.8E-7,5.599999999999999E-7,3.1E-7,7.7E-7,53.52,3.1401E-4,5.7384E7,64.385
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.1799999999999998E-5,1.09E-5,1.2999999999999998E-6,1.1E-6,2.1E-5,3.0,1.0,1.0,1.0,1.0,1.0,9.200000000000001E-7,3.4E-7,6.699999999999999E-7,5.399999999999999E-7,3.0E-7,6.499999999999999E-7,52.258,3.3748E-4,6.6012E7,61.681
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.8499999999999998E-5,8.8E-6,1.1E-6,1.1E-6,1.9999999999999998E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.000000000000001E-7,3.8999999999999997E-7,4.8E-7,5.8E-7,3.0E-7,6.0E-7,52.245,3.4524E-4,7.1367E7,62.679
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.69E-5,7.2E-6,2.3E-6,1.0E-6,1.87E-5,1.0,1.0,3.0,1.0,1.0,1.0,8.699999999999999E-7,3.6999999999999995E-7,4.2999999999999996E-7,5.9E-7,3.0E-7,7.599999999999999E-7,53.759,3.2381E-4,5.8096E7,64.596
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.8499999999999998E-5,8.8E-6,1.6999999999999998E-6,1.2E-6,1.73E-5,3.0,1.0,1.0,1.0,1.0,1.0,8.8E-7,3.8999999999999997E-7,4.6E-7,6.699999999999999E-7,3.0E-7,7.1E-7,53.66,2.7861E-4,5.0451E7,71.3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.35E-5,9.0E-6,1.9E-6,1.1E-6,2.12E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,3.4E-7,5.599999999999999E-7,4.5E-7,3.0E-7,5.7E-7,51.193,3.3305E-4,6.9666E7,61.276
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.88E-5,9.7E-6,1.2999999999999998E-6,1.1E-6,1.75E-5,1.0,1.0,1.0,1.0,1.0,1.0,8.699999999999999E-7,4.0E-7,4.6999999999999995E-7,6.1E-7,3.0E-7,8.1E-7,53.877,3.122E-4,5.463E7,68.025
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.41E-5,1.01E-5,1.1E-6,1.0E-6,1.86E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.200000000000001E-7,3.5E-7,5.8E-7,5.599999999999999E-7,3.1E-7,7.1E-7,52.989,3.233E-4,6.2323E7,61.965
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.73E-5,8.4E-6,1.6999999999999998E-6,1.1E-6,1.88E-5,1.0,1.0,1.0,1.0,1.0,1.0,9.000000000000001E-7,3.6E-7,4.6E-7,5.399999999999999E-7,3.0E-7,6.699999999999999E-7,53.013,3.1402E-4,6.0142E7,65.857
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.54E-5,5.999999999999999E-6,8.5E-6,1.0E-6,1.73E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.2999999999999996E-7,9.399999999999999E-7,3.0E-7,5.1E-7,52.072,3.2731E-4,6.9081E7,65.949
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.76E-5,7.0E-6,6.899999999999999E-6,1.0E-6,1.98E-5,5.0,3.0,1.0,1.0,1.0,1.0,9.1E-7,3.8999999999999997E-7,4.1E-7,8.4E-7,3.0E-7,6.800000000000001E-7,54.044,3.3398E-4,6.5751E7,61.847
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.66E-5,6.699999999999999E-6,2.4E-6,1.0E-6,2.09E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.000000000000001E-7,3.6999999999999995E-7,4.6E-7,8.9E-7,3.0E-7,5.900000000000001E-7,53.227,3.3629E-4,6.875E7,60.046
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.42E-5,7.2999999999999996E-6,2.9E-6,1.0E-6,2.02E-5,1.0,5.0,1.0,1.0,1.0,1.0,8.8E-7,3.4E-7,4.2E-7,8.499999999999999E-7,3.0E-7,6.9E-7,54.405,3.4019E-4,6.5321E7,60.94
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.66E-5,5.999999999999999E-6,2.5999999999999997E-6,1.0E-6,2.09E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.6E-7,9.200000000000001E-7,3.0E-7,6.0E-7,53.51,3.0409E-4,6.1195E7,61.573
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.43E-5,5.899999999999999E-6,4.6E-6,1.0E-6,2.01E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.5E-7,4.3999999999999997E-7,8.699999999999999E-7,3.0E-7,5.7E-7,53.109,3.1046E-4,6.3737E7,62.405
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.69E-5,5.999999999999999E-6,6.199999999999999E-6,1.0E-6,1.92E-5,3.0,3.0,1.0,1.0,1.0,1.0,8.9E-7,3.6999999999999995E-7,4.0E-7,9.3E-7,3.0E-7,6.3E-7,53.874,3.1284E-4,6.1984E7,63.832
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.35E-5,6.099999999999999E-6,4.6E-6,1.0E-6,2.13E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.5E-7,4.3999999999999997E-7,8.6E-7,3.0E-7,7.8E-7,55.368,2.6998E-4,4.9048E7,62.572
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.54E-5,5.899999999999999E-6,4.6E-6,1.0E-6,2.02E-5,3.0,5.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.3999999999999997E-7,8.699999999999999E-7,3.0E-7,5.599999999999999E-7,52.86,3.2315E-4,6.6899E7,61.83
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.55E-5,6.099999999999999E-6,4.6E-6,1.0E-6,2.02E-5,3.0,5.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.3999999999999997E-7,8.6E-7,3.0E-7,5.599999999999999E-7,52.845,3.2807E-4,6.8294E7,61.518
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.34E-5,6.099999999999999E-6,4.6E-6,1.0E-6,2.13E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.3999999999999997E-7,9.3E-7,3.0E-7,7.8E-7,55.261,2.8392E-4,5.1919E7,62.096
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.41E-5,8.0E-6,2.8E-6,1.0E-6,1.73E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.2999999999999996E-7,9.399999999999999E-7,3.0E-7,8.3E-7,55.465,2.7729E-4,4.9997E7,67.558
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.75E-5,5.999999999999999E-6,6.5E-6,1.0E-6,2.09E-5,5.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.6E-7,9.200000000000001E-7,3.0E-7,6.0E-7,53.585,3.0805E-4,6.1299E7,61.522
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.34E-5,7.3999999999999995E-6,6.799999999999999E-6,1.0E-6,2.02E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.3999999999999997E-7,9.3E-7,3.0E-7,7.7E-7,55.01,3.0446E-4,5.7636E7,62.212
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.42E-5,7.499999999999999E-6,2.9E-6,1.0E-6,1.78E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6E-7,4.3999999999999997E-7,9.3E-7,3.0E-7,8.6E-7,55.898,2.5993E-4,4.5298E7,67.64
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.65E-5,6.099999999999999E-6,7.0E-6,1.0E-6,2.13E-5,3.0,3.0,1.0,1.0,1.0,1.0,8.8E-7,3.6999999999999995E-7,4.2E-7,9.399999999999999E-7,3.0E-7,7.8E-7,55.451,2.8925E-4,5.2369E7,61.82
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.54E-5,5.899999999999999E-6,8.6E-6,1.0E-6,2.02E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.399999999999999E-7,3.8999999999999997E-7,4.2E-7,8.699999999999999E-7,3.0E-7,5.599999999999999E-7,52.548,3.4616E-4,7.2229E7,61.168
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.8E-5,6.5999999999999995E-6,4.2E-6,1.0E-6,1.99E-5,3.0,3.0,1.0,1.0,1.0,1.0,8.499999999999999E-7,3.7999999999999996E-7,3.7999999999999996E-7,9.399999999999999E-7,3.0E-7,7.7E-7,55.222,3.1781E-4,5.9052E7,62.525
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.44E-5,7.499999999999999E-6,2.9E-6,1.0E-6,1.78E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6E-7,4.3999999999999997E-7,8.9E-7,3.1E-7,9.0E-7,56.017,2.6312E-4,4.5306E7,66.282
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.34E-5,5.899999999999999E-6,6.799999999999999E-6,1.0E-6,1.9999999999999998E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.7999999999999996E-7,3.6999999999999995E-7,9.1E-7,3.0E-7,7.5E-7,54.591,3.1197E-4,5.9199E7,63.035
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.75E-5,7.0E-6,6.899999999999999E-6,1.0E-6,1.98E-5,3.0,3.0,1.0,1.0,1.0,1.0,9.1E-7,3.8999999999999997E-7,4.3999999999999997E-7,8.4E-7,3.0E-7,6.800000000000001E-7,54.122,3.1279E-4,6.1341E7,62.553
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.66E-5,6.5999999999999995E-6,6.699999999999999E-6,1.0E-6,1.97E-5,3.0,3.0,1.0,1.0,1.0,1.0,8.8E-7,3.6999999999999995E-7,4.3999999999999997E-7,9.1E-7,3.1E-7,6.2E-7,53.576,3.4037E-4,6.7746E7,60.625
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,2.75E-5,6.199999999999999E-6,2.6999999999999996E-6,1.0E-6,2.1E-5,5.0,3.0,1.0,1.0,1.0,1.0,9.3E-7,3.6999999999999995E-7,4.6E-7,9.3E-7,3.1E-7,8.7E-7,56.139,2.6311E-4,4.4433E7,62.142
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.999999999999999E-5,9.999999999999999E-5,6.3E-6,4.179999999999999E-5,9.999999999999999E-5,5.0,1.0,7.0,7.0,1.0,1.0,9.399999999999999E-7,3.4E-7,3.4E-7,9.399999999999999E-7,9.0E-7,9.0E-7,52.574,3.1732E-4,4.8018E7,61.69
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.999999999999999E-5,9.999999999999999E-5,1.0E-6,4.179999999999999E-5,9.999999999999999E-5,3.0,5.0,8.0,1.0,1.0,1.0,9.399999999999999E-7,3.4E-7,3.4E-7,8.299999999999999E-7,9.0E-7,8.4E-7,51.078,3.2722E-4,5.0595E7,61.349
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.999999999999999E-5,9.999999999999999E-5,1.0E-6,4.3899999999999996E-5,9.999999999999999E-5,3.0,1.0,7.0,1.0,7.0,3.0,9.399999999999999E-7,3.4E-7,3.6E-7,9.399999999999999E-7,9.0E-7,9.0E-7,51.844,3.0503E-4,4.7017E7,60.007
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.999999999999999E-5,9.999999999999999E-5,6.3E-6,5.26E-5,9.999999999999999E-5,3.0,1.0,1.0,3.0,1.0,1.0,9.399999999999999E-7,3.4E-7,3.6E-7,9.399999999999999E-7,9.0E-7,7.5E-7,51.084,3.0369E-4,4.6838E7,64.216
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,9.939999999999999E-5,9.999999999999999E-5,1.51E-5,4.03E-5,9.999999999999999E-5,5.0,1.0,5.0,7.0,1.0,1.0,9.399999999999999E-7,3.4E-7,3.4E-7,9.399999999999999E-7,9.0E-7,8.9E-7,52.432,3.2695E-4,4.9962E7,60.674
